PRISM Time Series Data
Location:  Lat: 44.2192   Lon: -114.9517   Elev: 1943m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2019-10-01 - 2023-04-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Apr-17
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
2020-04-18,0.00,-13.4,-1.0,11.3,-12.5,0.48,11.25
2020-04-19,0.00,-10.2,0.8,11.7,-10.1,0.38,11.22
2020-04-20,0.00,-8.1,2.5,13.0,-7.2,0.29,11.28
2020-04-21,0.00,-8.5,2.4,13.4,-6.6,0.28,11.68
2020-04-22,0.00,-7.1,4.0,15.1,-5.1,0.31,13.19
2020-04-23,1.69,-5.5,3.3,12.1,-2.9,0.38,9.99
2020-04-24,1.34,-4.1,1.9,8.0,-1.6,0.57,5.66
2020-04-25,0.03,-4.8,2.6,10.0,-4.6,0.38,8.34
2020-04-26,2.19,-5.1,4.0,13.1,-1.7,0.21,10.36
2020-04-27,0.00,-2.9,5.7,14.2,-4.0,0.20,12.62
2020-04-28,3.30,-2.5,4.6,11.7,-0.7,0.20,8.10
2020-04-29,0.01,-1.7,7.5,16.6,-4.4,0.50,15.20
2020-04-30,0.00,-4.7,8.4,21.5,0.2,0.10,20.15
2020-05-01,8.56,-1.2,6.6,14.4,2.2,0.27,7.24
2020-05-02,0.00,-5.2,3.7,12.6,-4.0,0.14,10.41
2020-05-03,0.00,-6.0,5.2,16.3,-2.5,0.33,14.09
2020-05-04,0.02,-2.7,3.7,10.1,-7.4,1.06,9.30
2020-05-05,0.00,-6.7,2.5,11.8,-9.1,0.46,10.77
2020-05-06,0.00,-2.8,7.4,17.6,-6.9,1.33,16.82
2020-05-07,0.95,-6.8,2.9,12.7,-7.8,0.62,11.44
2020-05-08,0.00,-7.2,3.1,13.5,-7.4,0.60,11.64
2020-05-09,0.00,-6.4,6.8,20.0,-7.2,0.28,19.87
2020-05-10,0.00,-5.5,6.8,19.1,-6.0,0.51,18.84
2020-05-11,0.00,-2.2,10.0,22.1,-4.5,1.00,23.43
2020-05-12,0.00,1.7,11.1,20.5,-2.8,1.72,19.36
2020-05-13,0.22,-0.5,5.4,11.4,-1.6,0.30,8.77
2020-05-14,1.22,-2.5,3.0,8.6,-0.9,0.38,5.68
2020-05-15,2.44,-1.1,4.1,9.2,0.0,0.47,6.47
2020-05-16,1.23,-2.6,3.0,8.6,-0.6,0.27,5.01
2020-05-17,0.00,-1.3,6.3,13.9,-2.4,0.72,11.42
2020-05-18,0.00,5.3,11.8,18.3,1.5,2.19,15.63
2020-05-19,8.16,1.2,9.4,17.5,1.9,0.31,14.12
2020-05-20,8.20,1.3,4.3,7.2,2.7,0.38,1.88
2020-05-21,3.64,1.3,4.8,8.2,0.6,0.56,5.07
2020-05-22,0.06,-1.1,3.8,8.7,-2.0,0.47,6.85
2020-05-23,0.49,-1.5,3.4,8.4,-3.9,0.71,7.48
2020-05-24,0.00,-4.2,3.1,10.5,-4.5,0.66,8.67
2020-05-25,0.00,-5.2,4.7,14.5,-3.2,0.50,11.92
2020-05-26,0.00,-3.4,7.9,19.1,1.8,0.64,16.01
2020-05-27,0.00,1.6,9.7,17.8,4.2,0.61,12.33
2020-05-28,0.00,-0.5,10.8,22.0,-0.5,0.50,22.02
2020-05-29,0.00,-0.9,12.4,25.7,2.3,0.42,27.18
2020-05-30,0.00,4.4,16.4,28.4,3.3,0.98,32.09
2020-05-31,0.47,4.9,15.8,26.8,3.7,0.44,29.16
2020-06-01,0.00,7.3,13.9,20.4,1.4,2.54,18.18
2020-06-02,0.00,0.7,9.9,19.1,2.7,0.77,15.07
2020-06-03,0.34,2.2,11.9,21.6,0.7,0.73,20.85
2020-06-04,0.00,4.1,12.8,21.5,2.5,1.33,19.06
2020-06-05,0.00,0.4,10.7,21.1,-0.9,1.20,19.88
2020-06-06,0.00,4.0,15.0,26.0,1.1,2.05,27.81
2020-06-07,5.18,2.3,7.3,12.4,4.2,0.74,5.70
2020-06-08,5.32,-0.6,3.0,6.6,-1.0,0.35,4.80
2020-06-09,0.87,-2.9,3.5,9.9,-2.7,0.52,7.53
2020-06-10,0.00,-1.0,6.1,13.1,0.9,0.34,7.78
2020-06-11,0.00,-1.2,9.4,20.0,0.9,0.19,16.47
2020-06-12,0.00,0.2,12.3,24.5,0.8,0.37,25.00
2020-06-13,0.00,2.6,13.6,24.5,-1.4,0.41,26.44
2020-06-14,0.58,2.3,9.5,16.7,0.7,0.83,14.20
2020-06-15,1.79,-3.8,2.4,8.6,-1.7,0.64,6.11
2020-06-16,5.07,-1.5,5.9,13.4,1.8,0.34,8.99
2020-06-17,9.41,0.4,7.6,14.9,2.2,0.28,9.57
2020-06-18,0.44,-1.3,4.6,10.4,1.6,0.17,5.11
2020-06-19,0.00,-2.3,7.2,16.7,0.3,0.44,12.97
2020-06-20,0.00,-0.8,9.7,20.2,1.6,0.56,17.11
2020-06-21,0.00,3.8,12.4,20.9,4.2,1.21,16.80
2020-06-22,0.00,1.3,11.5,21.7,3.9,0.38,18.44
2020-06-23,0.00,1.3,13.3,25.3,4.1,0.20,24.36
2020-06-24,0.00,4.9,16.3,27.8,4.2,1.37,30.15
2020-06-25,0.00,5.5,16.7,27.8,6.2,1.06,29.64
2020-06-26,0.00,3.5,14.8,26.1,5.4,0.58,25.65
2020-06-27,0.00,2.7,14.7,26.6,3.4,0.68,28.95
2020-06-28,0.00,3.8,13.6,23.4,3.4,0.55,20.80
2020-06-29,2.37,0.7,7.7,14.7,-0.9,0.40,12.79
2020-06-30,10.70,1.5,4.5,7.6,2.4,0.50,2.58
2020-07-01,0.36,0.8,7.7,14.6,2.9,0.46,9.15
2020-07-02,0.00,-3.2,8.1,19.4,-3.5,0.60,19.20
2020-07-03,0.00,-1.9,9.6,21.0,-2.5,0.70,20.24
2020-07-04,0.00,0.2,11.4,22.6,2.1,0.67,21.18
2020-07-05,0.00,0.3,12.2,24.0,0.8,0.35,24.29
2020-07-06,0.00,-0.3,12.2,24.7,1.0,0.46,24.45
2020-07-07,0.00,-1.0,12.2,25.4,0.3,0.23,26.67
2020-07-08,0.00,1.9,11.5,21.1,0.1,1.36,20.27
2020-07-09,0.00,0.9,11.3,21.8,-0.1,0.89,20.31
2020-07-10,0.00,0.7,12.7,24.6,0.2,0.90,25.50
2020-07-11,0.00,-0.7,11.4,23.6,-0.8,0.92,23.62
2020-07-12,0.00,0.9,14.6,28.3,-0.6,1.08,34.08
2020-07-13,0.00,3.6,13.9,24.3,0.1,2.42,25.65
2020-07-14,0.00,-2.1,10.2,22.5,-3.2,0.97,23.01
2020-07-15,0.00,-1.7,11.0,23.8,-2.0,0.78,24.40
2020-07-16,0.00,-2.3,12.0,26.3,-1.1,0.54,29.57
2020-07-17,0.00,1.5,14.6,27.8,2.1,0.94,30.27
2020-07-18,0.00,0.6,14.1,27.7,1.4,0.57,30.74
2020-07-19,0.00,-0.2,13.4,26.9,0.2,0.38,30.55
2020-07-20,0.00,1.2,14.3,27.5,1.8,0.67,30.59
2020-07-21,0.00,1.5,14.8,28.2,2.7,0.38,31.65
2020-07-22,0.00,2.6,16.0,29.4,1.8,0.86,35.63
2020-07-23,0.11,5.2,15.0,24.7,8.1,0.91,20.94
2020-07-24,4.68,8.0,15.8,23.6,9.0,0.82,17.90
2020-07-25,0.00,2.4,13.0,23.7,5.8,0.44,20.77
2020-07-26,0.00,1.7,13.0,24.4,3.7,0.20,23.62
2020-07-27,0.00,2.1,15.5,28.8,2.1,0.32,33.88
2020-07-28,0.00,4.0,17.0,29.9,5.1,1.05,34.91
2020-07-29,1.70,8.8,15.8,22.7,9.3,0.74,17.08
2020-07-30,0.00,3.6,15.5,27.5,6.4,0.59,28.89
2020-07-31,0.00,4.8,18.2,31.5,5.2,0.67,38.96
2020-08-01,0.00,5.2,19.1,33.1,4.0,0.99,44.78
2020-08-02,0.00,1.7,16.6,31.5,2.3,0.42,40.58
2020-08-03,0.00,3.8,18.0,32.2,2.3,1.96,42.72
2020-08-04,0.00,3.7,16.0,28.2,1.7,1.36,32.90
2020-08-05,0.00,1.4,15.1,28.7,1.8,0.49,33.70
2020-08-06,0.00,1.4,15.4,29.4,2.4,0.34,35.88
2020-08-07,0.00,3.8,15.4,26.9,3.9,1.40,28.48
2020-08-08,0.00,1.2,13.3,25.4,-0.9,0.90,27.96
2020-08-09,0.00,-0.9,12.1,25.0,-0.1,0.18,26.17
2020-08-10,0.00,0.5,13.3,26.1,2.4,0.57,27.17
2020-08-11,0.00,0.5,14.1,27.6,2.2,0.24,31.26
2020-08-12,0.00,0.7,13.7,26.7,-0.2,0.40,29.55
2020-08-13,0.00,1.8,13.0,24.1,-0.3,1.38,24.94
2020-08-14,0.00,-2.2,10.4,23.1,-0.3,0.55,22.29
2020-08-15,0.00,-2.2,12.1,26.3,-2.0,0.46,29.56
2020-08-16,0.00,-0.1,14.8,29.6,-2.4,0.96,37.84
2020-08-17,0.00,1.7,16.3,30.9,2.1,1.52,37.97
2020-08-18,0.00,6.0,18.9,31.8,4.3,2.15,39.22
2020-08-19,0.00,9.6,20.5,31.4,4.6,3.13,38.39
2020-08-20,0.00,6.4,18.2,29.9,4.4,2.08,34.24
2020-08-21,0.00,1.0,14.1,27.1,0.5,1.83,30.38
2020-08-22,0.00,0.4,14.9,29.4,-3.4,1.22,37.27
2020-08-23,0.00,0.5,14.7,28.8,-1.1,1.99,36.12
2020-08-24,0.00,1.3,15.4,29.6,-1.7,1.28,36.72
2020-08-25,0.77,3.5,14.9,26.3,4.1,2.01,26.42
2020-08-26,0.76,4.0,15.6,27.1,7.3,0.11,27.54
2020-08-27,3.63,5.9,16.6,27.3,7.4,0.53,28.00
2020-08-28,0.44,0.9,13.0,25.1,6.3,0.36,22.99
2020-08-29,0.00,-0.6,12.7,26.0,1.7,0.27,27.59
2020-08-30,0.00,-1.3,12.3,26.0,-1.8,0.13,28.89
2020-08-31,0.00,-0.3,10.3,21.0,-5.9,1.22,21.63
2020-09-01,0.00,-4.1,4.4,13.0,-0.4,0.07,8.43
2020-09-02,0.00,-3.7,11.3,26.3,2.5,0.40,26.75
2020-09-03,0.00,-1.2,13.1,27.4,-1.4,0.10,31.74
2020-09-04,0.00,-0.8,14.5,29.8,-0.7,0.73,36.34
2020-09-05,0.00,-1.1,15.7,32.5,-2.1,0.68,44.69
2020-09-06,0.00,-0.5,15.9,32.2,-2.2,1.46,42.99
2020-09-07,0.00,-1.2,14.0,29.3,-6.3,1.79,37.89
2020-09-08,0.00,-3.8,9.8,23.5,-4.4,1.96,22.34
2020-09-09,0.00,-8.3,4.3,16.8,-14.7,1.50,18.14
2020-09-10,0.00,-8.1,7.1,22.4,-10.3,1.14,24.94
2020-09-11,0.00,-5.4,10.0,25.4,-5.5,0.97,28.54
2020-09-12,0.00,-4.5,10.9,26.3,-5.7,0.45,31.67
2020-09-13,0.00,-4.8,10.9,26.5,-6.0,0.85,31.64
2020-09-14,0.00,-4.5,11.6,27.7,-7.1,1.10,34.22
2020-09-15,0.00,-4.3,11.4,27.0,-7.4,1.46,32.65
2020-09-16,0.00,-4.6,10.6,25.8,-5.1,1.19,28.86
2020-09-17,0.00,-3.3,11.8,26.9,-4.7,1.10,31.19
2020-09-18,0.00,-3.3,12.4,28.1,-4.6,1.03,34.15
2020-09-19,4.02,-1.2,9.7,20.6,2.2,0.40,17.88
2020-09-20,0.00,-3.7,5.5,14.7,2.4,0.44,9.12
2020-09-21,0.00,-4.7,7.0,18.6,-1.4,0.29,15.85
2020-09-22,0.00,-4.3,9.8,23.9,-3.7,0.34,25.77
2020-09-23,0.00,-3.4,10.9,25.2,-2.9,0.71,26.58
2020-09-24,0.00,0.6,11.8,22.9,-2.9,1.42,22.99
